object_number,priref,object_name-term,creator-name,creator.role,creator.qualifier,production.date.start,production.date.start.prec,production.date.end,production.date.end.prec,description,title,title-lang,record - Production - production.place - term,record - Dimension - dimension.type - linkdb,dimension.type-term,dimension.unit-term,dimension.value,dimension.part,dimension.notes,dimension.precision,record - institution.name - linkdb,institution.name-address,institution.name,technique-term,technique.part,technique.notes,production.date.notes,dimension.free
AV.1960.037.002.1-2,173292,quinton,"Boquay, Jacques",vioolbouwer,,1720,ca,1720,ca,"5 snaren; gewelfd boven- en onderblad, 2 F-gaten; hals bekroond met krul. Inschrift: 'JACQUES BOQUAY LUTHIER RUE D'ARGENTEUIL / A PARIS 1761 (?)'. Vanaf het einde van de 17de eeuw wordt de quinton een geliefd strijkinstrument bij de burgerij. Dat heeft vooral te maken met de afkeer van vele liefhebbers voor de viool. Quintons ontstonden door bij de kleinste gamba de diepste snaar weg te laten en in de plaats een hogere snaar toe te voegen. Deze besnaring werd geheel of gedeeltelijk in kwinten gestemd (kwint, in het Frans ‘quinte’ = de afstand tussen vijf tonen), zoals op de viool. Dit werd de quinton. Liefhebbers speelden er vooral vioolmuziek op. Late quintons konden naar keuze op de benen (zoals een gamba) of onder de kin (zoals een viool) bespeeld worden en zien er bijna uit als een viool.","Quinton, J. Boquay, Parijs, ca. 1720",nl-NL,Parijs [plaats],\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,cm,9,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,,Museum Vleeshuis | Klank van de Stad (Antwerpen),,,,,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,lengte,cm,62,geheel,L 62  B 20  H 9,,,,,,,,,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,cm,20,geheel,,,,,,,,,,
AV.2005.012,177711,beiaardautomaat,"Joltrain, Hendrick",uurwerkmaker,,1707,,1707,,"Dit is het enige bekende historische schaalmodel van een beiaardautomaat. De Antwerpse uurwerkmaker Joltrain bouwde het wellicht in 1707. Het was een nieuwe uitvinding, waarbij de melodieën over twee omwentelingen van de trommel gespreid  werden, zodat men langere stukken kon spelen. Het werd voor het eerst uitgevoerd in Lier.","Maquette of schaalmodel van de automatische trommel van een beiaard, Hendrick Joltrain, Antwerpen, 1707",nl-NL,Antwerp [location],\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,cm,30,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,,Museum Vleeshuis | Klank van de Stad (Antwerpen),,,,vermoedelijk,
,, maquette,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,cm,60,geheel,,,,,,,,,,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,diepte,cm,27,geheel,,,,,,,,,,
AV.1959.004.003,180877,tafelpiano,Hanont,fabrikant,,1840,,1840,,"Catalogus van de Muziekinstrumenten uit de verzameling van het Museum Vleeshuis, Ruckers Genootschap, Antwerpen, 1981: 'Brussel, 1840 - Mechanisme met opstoters; 6 octaven (F,-f''''); 2 pedalen (ontbreken): piano (lat met zcht leder). 3-korige besnaring. Inschrift: 'Hanont (? )/ Rue... de ...oises (?)/ Bruxelles'.","Tafelpiano, Hanont, Brussel, ca 1800",nl-NL,Brussels [location],\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,cm,85.5,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,,Museum Vleeshuis | Klank van de Stad (Antwerpen),,,,vermoedelijk,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,cm,26.2,geheel,zonder poten,,,,,,,,,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,cm,175.7,geheel,,,,,,,,,,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,diepte,cm,71.5,geheel,,,,,,,,,,
AV.1960.037.001.1-2,182001,gamba,"Borbon, Gaspar",vioolbouwer,,1697,,1697,,"6 snaren; kraag bekroond met vrouwen hoofd. Inschrift: 'GASPAR BORBON tot BRUSSEL, 1665'. Hersteld door 'L.PIERRARD / LUTHIER'. De basgamba, het basinstrument van de viola da gamba-familie (letterlijk ‘viola’s die tussen de benen bespeeld worden’), was een geliefd instrument bij liefhebbers van de 16de tot het midden van de 18de eeuw. Men speelde er zowel solo- als ensemblemuziek op. De stemming van de snaren vertoont veel overeenkomsten met die van de luit, zodat amateurs probleemloos van instrument konden wisselen. Net als de luit heeft de gamba ook frets, een indeling op de hals die aangeeft waar de vingers geplaatst moeten worden.","Viola da gamba - basgamba - Gaspar Borbon, Brussel 1697",nl-NL,Brussels [location],\\file1.adlib.local\adlib.musea$\data+thesau>thesau,lengte,cm,121,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,,Museum Vleeshuis | Klank van de Stad (Antwerpen),,,,,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,cm,38,geheel,,,,,,,,,,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,diepte,cm,25,geheel,,,,,,,,,,
AV.1960.037.003,182005,cello,"Chanot, François",vioolbouwer,,1818,,1818,,"Catalogus van de Muziekinstrumenten uit de verzameling van het Museum Vleeshuis, Ruckers Genootschap, Antwerpen, 1981: 'Parijs, F; Chanot, 1818 - Gitaarvorm. 2 F- gaten. Inschrift: 'Chanot p.B dien (?) 21 janv. 1818 (?) Paris (?) C.I.D.N° 268'.","Cello, F. Chanot, Parijs, 1818",nl-NL,Parijs [plaats],\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,cm,22,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,,Museum Vleeshuis | Klank van de Stad (Antwerpen),,,,vermoedelijk,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,lengte,cm,180,geheel,,,,,,,,,,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,cm,42,geheel,,,,,,,,,,
AV.1960.037.006,182010,viola d'amore,"Hautstone, Ch.",vioolbouwer,,1893,,1893,,"Catalogus van de Muziekinstrumenten uit de verzameling van het Museum Vleeshuis, Ruckers Genootschap, Antwerpen, 1981: 'Brussel, Ch. Hautstone, 1893 - 6 snaren, 5 sympatische snaren; twee vlamgaten, 1 roos; hals bekroond met geblinddoekte amor. inschrift: 'CH.HAUTSTONE / BRUXELLES, 1893'.",Viola d'amore,nl-NL,Brussels [location],\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,cm,11.5,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,,Museum Vleeshuis | Klank van de Stad (Antwerpen),,,,,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,lengte,cm,72.8,geheel,,,,,,,,,,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,cm,23.4,geheel,,,,,,,,,,
AV.1961.010.001.1-3,182071,cello,"Richelme, M.",vioolbouwer,,1873,,1873,,"Catalogus van de Muziekinstrumenten uit de verzameling van het Museum Vleeshuis, Ruckers Genootschap, Antwerpen, 1981: 'Marseille, M. Richelme, 1873 - Halsbekroning met engelenkop. Opschriften achteraan: 'M.R. 1873/ Hoc opus meum. Achterblad: M. Richelme/ 1873/ Diplomate Munitus, wapen van Marseille en onderaan M.R'. rond rand: 'TESTUDINIUM OPIFEX NESCIENS CERTUM DE ARTE QUA AD SONOS SPECTA + PLECTORUM EST LIGNARIUS FABER'. Rond de opstanden: 'FLUCTUANTI SONO SUFFLO MISSO HOC ORGANO CUJUS FORMA IMMORTALIS EST ABIES ET ACER TINNULA PECTORE ARTIFICIS INSTINCTI DUCTUM PROPTER PLECTRUM PULSI AERIS UIIDARUM MULTIPLICES FLATU INNASCUNTUR PERPETUO ET SE EXTOLLUNT SPIRANDUM ETIAM IN AETERNIT ATE. M. RICHELME VIVA FUI IN SYLVIS SUM DURA OCCISA SECURI DUM VIXI TACUI MORTUA DULCE ANO'.","Cello (violoncello) met losse bijhorende kist en tas, op de kam voorzien van een kinderkopje in houtsnijwerk",nl-NL,Marseille [plaats],\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,cm,28,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,,Museum Vleeshuis | Klank van de Stad (Antwerpen),,,,,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,lengte,cm,132,geheel,,,,,,,,,,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,cm,44,geheel,,,,,,,,,,
AV.1961.014,182088,pedaalharp,Tedeschi & Raffael,muziekinstrumentenbouwer,,1900,circa,1900,circa,"Catalogus van de Muziekinstrumenten uit de verzameling van het Museum Vleeshuis, Ruckers Genootschap, Antwerpen, 1981: 'Milaan, Tedeschi & Raffael, +- 1900 - Erard mechaniek; 7 pedalen met dubbele werking, snaarverkorting met draaischijven 'vorkensysteem'; 5 grote openingen in klankkast achteraan, 47 snaren. Bovenblad polychroom beschilderd met twee musicerende vrouwen (links met triangel, rechts met tamboerijn) tussen rankenarabesken. Console versierd met vergulde ornamenten op groene achtergrond. Gecaneleerde zuil, groen geschilderd met op voetstuk gouden schelp- en acanthusvormig motief; rond zuil vergulde guirlande met zeven vergulde naakte putti, bovenaan verguld rocaillemotief. Dit alles is bekroond door zoenend paar met onderaan zwaan met gespreide vleugels. Engel met harp/ 'Tedeshi & Raffael/ N° 910/ Milano'. 
Het beeldhouwwerk op deze luxueus versierde harp werd belegd met bladgoud.","Pedaalharp met dubbele actie, Tedeschi & Raffael, Milaan, ca. 1900",nl-NL,Milaan [plaats],\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,cm,190,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,,Museum Vleeshuis | Klank van de Stad (Antwerpen),,,,fiche: einde 19de eeuw,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,cm,104,geheel,,,,,,,,,,
AV.1961.019.1-2,182102,viool,"Hofmans, Matthijs",vioolbouwer,,1671,,1671,,"Catalogus van de Muziekinstrumenten uit de verzameling van het Museum Vleeshuis, Ruckers Genootschap, Antwerpen, 1981: 'Antwerpen, M. Hofmans, 1671 - Inschrift: 'MATTHYS HOFMANS/ TOT ANTWERPEN, 1671. Tegen bovenblad onder F-gat: 'Réparé par De Houwer, Bruxelles, 1889'. 
Matthijs Hofmans is een van de laatst gekende leden van een belangrijke familie van instrumentenbouwers in Antwerpen. De generaties vóór hem bouwden in de eerste plaats luiten. De instrumenten van deze Hofmans behoren tot de mooiste 17de-eeuwse violen uit de Zuidelijke Nederlanden.","Viool, Matthijs Hofmans, Antwerpen, 1671",nl-NL,Antwerp [location],\\file1.adlib.local\adlib.musea$\data+thesau>thesau,lengte,cm,59,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,,Museum Vleeshuis | Klank van de Stad (Antwerpen),,,,,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,cm,21,geheel,,ca,,,,,,,,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,diepte,cm,9,geheel,,,,,,,,,,
AV.1963.024.002,183007,dwarsfluit,,,,1800,,1899,,In vier in elkaar schuivende delen.,"Dwarsfluit in C, 19de eeuw, op het bovenste deel gemerkt 'D'",nl-NL,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,cm,61.9,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,,Museum Vleeshuis | Klank van de Stad (Antwerpen),,,,fiche: einde 18de eeuw,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,diameter,cm,3.4,geheel,,,,,,,,,,
,,,,,,,,,,,,,,,diameter,,,,,,,,,,,,,
AV.1964.038.001,183197,natuurtrompet,"Mahillon, Charles",blaasinstrumentenbouwer,,1850,,1899,,"Natuurtrompet, C. Mahillon, Brussel, 2de helft 19de eeuw",Natuurtrompet met op de schalbeker het gegraveerde opschrift 'C. Mahillon Fournisseur brevete de l'armee et des conservatoires Bruxelles' en voorzien van een medaillon met gekroond wapenschild en twee leeuwen,nl-NL,Brussels [location],\\file1.adlib.local\adlib.musea$\data+thesau>thesau,diameter,cm,88,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,,Museum Vleeshuis | Klank van de Stad (Antwerpen),,,,fiche: einde 19de eeuw,
,,,,,,,,,,,,,,,diameter,,,,,,,,,,,,,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,cm,114,geheel,,,,,,,,,,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,diameter,cm,11.8,schalbeker,,,,,,,,,,
,,,,,,,,,,,,,,,diameter,,,,,,,,,,,,,
AV.1965.002.002,183208,natuurtrompet,Alexander (gebr.),blaasinstrumentenbouwer,,1800,,1899,,,"Natuurtrompet, Gebr. Alexandre, Mainz, 19de eeuw",nl-NL,Mainz [plaats],\\file1.adlib.local\adlib.musea$\data+thesau>thesau,lengte,cm,72,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,,Museum Vleeshuis | Klank van de Stad (Antwerpen),,,,fiche: einde 19de eeuw,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,cm,17.8,geheel,,,,,,,,,,
AV.1965.002.008,183220,natuurtrompet,"Mahillon, Charles",blaasinstrumentenbouwer,,1850,,1899,,Mondstuk ontbreekt.,Natuurtrompet met op de kelk het gegraveerde opschrift '1 C. Mahillon Fournisseur Brevete de l'Armee et des conservatoires Bruxelles' en voorzien van een penning met een wapenschild,nl-NL,Brussels [location],\\file1.adlib.local\adlib.musea$\data+thesau>thesau,lengte,cm,86,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,,Museum Vleeshuis | Klank van de Stad (Antwerpen),,,,fiche: einde 19de eeuw,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,cm,13.5,geheel,,,,,,,,,,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,diameter,cm,12,schalbeker,,,,,,,,,,
,,,,,,,,,,,,,,,diameter,,,,,,,,,,,,,
AV.1965.002.011,183226,trompet,"Senecaut, Pierre",blaasinstrumentenbouwer,,1850,,1899,,Mondstuk ontbreekt.,"Rechte of Thebaanse trompet,  met het gegraveerde opschrift 'P. Senecaut, Brussel'",nl-NL,Brussels [location],\\file1.adlib.local\adlib.musea$\data+thesau>thesau,lengte,cm,128.5,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,,Museum Vleeshuis | Klank van de Stad (Antwerpen),,,,fiche: einde 19de eeuw,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,cm,12,geheel,,,,,,,,,,
AV.1965.002.012,183227,trompet,"Senecaut, Pierre",blaasinstrumentenbouwer,,1850,,1899,,Mondstuk ontbreekt.,"Rechte of Thebaanse trompet,  met het gegraveerde opschrift 'P. Senecaut, Brussel'",nl-NL,Brussels [location],\\file1.adlib.local\adlib.musea$\data+thesau>thesau,lengte,cm,129.5,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,,Museum Vleeshuis | Klank van de Stad (Antwerpen),,,,fiche: einde 19de eeuw,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,cm,12,geheel,,,,,,,,,,
AV.1965.002.013,183229,trompet,"Mahillon, Charles",blaasinstrumentenbouwer,,1850,,1899,,"Ventieltrompet (of Tuba Curva?), C. Mahillon, Brussel, 2de helft 19de eeuw.",Ventieltrompet (of Tuba Curva?) met op de schalbeker het gegraveerde opschrift 'C. Mahillon Fournisseur brevete de l'armee et des conservatoires Bruxelles',nl-NL,Brussels [location],\\file1.adlib.local\adlib.musea$\data+thesau>thesau,diameter,cm,92.5,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,,Museum Vleeshuis | Klank van de Stad (Antwerpen),,,,fiche: einde 19de eeuw,
,,,,,,,,,,,,,,,diameter,,,,,,,,,,,,,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,cm,96.5,geheel,,,,,,,,,,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,diepte,cm,11,geheel,,,,,,,,,,
AV.1967.006.1-2,184690,muselaar,"Couchet, Joannes",klavecimbelbouwer,,1650,,1650,,"single manual, C/E-c3 | 8’ The exterior has been painted with arabesques and the coat of arms of the Rockox family and margraveship of Antwerp. The lid interior has been decorated with a landscape (View of Antwerp from the Left Bank). The interior and exterior may have been painted in the 19th century (certainly after 1723). An older layer of paintwork is visible beneath the current decoration. The printed paper is 20th-century. The instrument has been signed on the jack rail: ‘IOANNES COVCHET ANTVERPIAE’. The soundboard has been painted with flowers and arabesques. Rose with the initials  ‘I C’ (Joannes Couchet). During restoration work, strips of parchment were found on the underside of the soundboard, and included on these was handwritten text granting Hieronymus Verdussen permission to publish Henricus Adriani’s Catholike sermoonen (1591, with reprints until 1644). The instrument is the latest surviving virginal made by the Ruckers-Couchet family.  The instrument has undergone few modifications. It was restored in 1969–70 (Hubert Bédard). Cornelis Bom implemented minor conservation measures in 1978–9. In 1987 the Royal Institute for Cultural Heritage (KIK-IRPA) researched and restored the lid.

Provenance: For many years it was believed that this instrument had belonged in the collection held by Abel Benjamin Régibo (Ronse) and that it had been auctioned in 1897. Research by Jeannine Lambrechts-Douillez raised questions about this. In 1967, J. Delvaux sold the virginal to the Museum Vleeshuis",Virginal (muselar),en-US,Antwerp [location],\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,cm,26,geheel,exclusief onderstel,,\\file1.adlib.local\adlib.musea$\data+people>people,,Museum Vleeshuis | Klank van de Stad (Antwerpen),,,,,
,,,,,,,,,,"1 klavier, C/E-c3 | 8’
De buitenzijde is beschilderd met arabesken en de wapens van de familie Rockox en het markgraafschap Antwerpen. De binnenzijde van het deksel is versierd met een landschap (zicht op Antwerpen vanaf Linkeroever). De beschildering van buiten- en binnenzijde werd wellicht in de 19de eeuw (maar in ieder geval na 1723) aangebracht. Onder de huidige beschildering is een oudere picturale laag zichtbaar. Het bedrukte papier is 20ste-eeuws. Het instrument is op de dokkenlat gesigneerd: ‘IOANNES COVCHET ANTVERPIÆ’. De zangbodem is beschilderd met bloemen en arabesken. Rozet met initialen ‘I C’ (Joannes Couchet). Aan de onderzijde van de zangbodem werden bij restauratie-ingrepen stroken perkament aangetroffen met daarop onder meer de handgeschreven tekst met de toestemmingaan Hieronymus Verdussen voor het uitgeven van Henricus Adriani’s Catholike sermoonen (1591, met herdrukken tot 1644). Het instrument is het laatste overgeleverde virginaal van de familie Ruckers-Couchet. Het instrument heeft weinig aanpassingen ondergaan. Het werd gerestaureerd in 1969-1970 (Hubert Bédard). Cornelis Bom voerde in 1978-1979 kleine conservatie-ingrepen uit. In 1987 onderzocht en restaureerde het Koninklijk Instituut voor Kunstpatrimonium (KIK-IRPA) het deksel.
Herkomst: Lang werd gedacht dat dit instrument tot de collectie van Abel Benjamin Régibo (Ronse) behoorde en dat het in 1897 werd geveild. Onderzoek van Jeannine Lambrechts-Douillez plaatst daar vraagtekens bij. In 1967 verkocht J. Delvaux het virginaal aan Museum Vleeshuis.",Virginaal (muselaar),,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,lengte,cm,175,geheel,,ca,,,,,,,,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,cm,50,geheel,,,,,,,,,,
AV.1967.012,184700,luit,"Anderlan, Joannes Christophorus",,,1747,,1747,,"Catalogus van de Muziekinstrumenten uit de verzameling van het Museum Vleeshuis, Ruckers Genootschap, Antwerpen, 1981: 'Caldare, J. Chr. Anderlan, 1747 - Kraag staat loodrecht op hals; 5 dubbele snaren, onderaan op het bovenblad bevestigd aan snarenhouder, onder roos met geometrische motieven. 8 ivoren frets en 1 ivoren kielhoutje; 10 zijstandige schroeven. Etiket: 'Joannes Christophorus Anderlan/sacerdos a nullo doctus magistro/in gratiam: P:V:P: Jacobi Francis/ci conc. paroc hoc opus ex integro / confecit Caldarij anno 1747'",Diskantluit met haaks gedraaide kam en florale decoraties in het klankgat,nl-NL,Italy [state],\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,cm,22,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,,Museum Vleeshuis | Klank van de Stad (Antwerpen),,,,,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,lengte,cm,62,geheel,,,,,,,,,,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,cm,22,geheel,,,,,,,,,,
AV.1969.006.001.01-12,185029,platenspeler,His Masters Voice,uitgeverij,,1910,,1910,,"Dit model van His Masters Voice was het laatste uit de Monarch-serie. Na deze beroemde modellen met een grote hoorn werden vooral koffer- en kastmodellen gebouwd met een ingebouwde toonkamer, waardoor de klank aanzienlijk verbeterde.","Grammofoon met eikenhouten hoorn, La Voix de son Maitre, Junior Monarch-model, 'His Masters Voice', 1910",nl-NL,Londen [plaats],\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,cm,78,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,,Museum Vleeshuis | Klank van de Stad (Antwerpen),,,,,
,,,The Gramophone Company,uitgeverij,,,,,,,'LE GRAMOPHONE' - 'LA VOIX DE SON MAITRE' - 'MARQUE DEPOSEE',,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,cm,20,kast,,,,,,,,,,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,cm,65,geheel,fiche: 34.5,,,,,,,,,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,diepte,cm,65,geheel,fiche: 34.5,,,,,,,,,
AV.1931.015.002,185162,beiaardklok,"Gheyn, Andreas Jozef Vanden",klokkengieter,,1766,,1766,,,"Beiaardklokje, A. Vanden Gheyn, Leuven, 1766",nl-NL,Leuven [plaats],\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,cm,30,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,,Museum Vleeshuis | Klank van de Stad (Antwerpen),,,,,
,,,,,,,,,,,"""A VANDEN GHEYN ME FECIT ANNO 1766""",,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,diameter,cm,23,geheel,,,,,,,,,,
,,,,,,,,,,,,,,,diameter,,,,,,,,,,,,,
AV.1989.005,187314,mandoloncello,"Emberger, Luigi",maker van snaarinstrumenten,,1920,ca,1920,ca,"De mandoloncello is een grote Napolitaanse mandoline die als lage stem gebruikt werd in mandoline-ensembles. Dit instrument van de beroemde bouwer Luigi Embergher uit Rome is afkomstig van het in 1904 opgerichte Antwerpse mandolineorkest ""De Koninklijke Estudiantina La Napolitaine"".","Mandoloncello met bijhorende tas, L. Embergher, Rome, ca. 1920",nl-NL,Rome [plaats],\\file1.adlib.local\adlib.musea$\data+thesau>thesau,lengte,cm,95,geheel,,ca,\\file1.adlib.local\adlib.musea$\data+people>people,,Museum Vleeshuis | Klank van de Stad (Antwerpen),,,,,
,, bags (generic containers),,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,cm,32,geheel,,,,,,,,,,
,, tas (houder),,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,thickness,cm,20,geheel,,,,,,,,,,
,,,,,,,,,,,,,,,dikte,,,,,,,,,,,,,
AV.1956.006,187938,kabinetorgel,"Backer, Ludovicus De",orgelbouwer,,1745,,1745,,Dit huisorgel komt uit de woning 'Rozenkapelhof' van organist Watelet. Later werd het in de protestantse kapel gebruikt. De beschilderingen dateren uit de 19de eeuw.,"Huisorgel, Ludovicus De Backer, Middelburg 1745.",nl-NL,Middelburg [plaats],\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,cm,267,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,,Museum Vleeshuis | Klank van de Stad (Antwerpen),,,,,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,cm,78,geheel,,,,,,,,,,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,cm,220,geheel,open,,,,,,,,,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,diepte,cm,78,geheel,,,,,,,,,,
AV.1956.027,188160,tafelpiano,"Mannekens, Adrien-François",pianobouwer,,1830,,1840,,"Tafelpiano met 6 octaven (F1-f4). Engelse mechaniek met repetitie (afgeleid van de ""Zumpe"" mechaniek). Er waren wellicht twee pedalen (ze ontbreken): piano (lat met stukjes wollen stof) en forte. Hamerkoppen met zacht leder; besnaring 2-korig. Inscriptie (boven toetsen): 'MANNEKENS / RUE PORTE AUX VACHES N° 1121/ANVERS'.",Tafelpiano,nl-NL,Antwerp [location],\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,cm,85,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,,Museum Vleeshuis | Klank van de Stad (Antwerpen),,,,fiche: omstreeks 1830-1840,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,cm,26.5,geheel,zonder poot,,,,,,,,,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,cm,169.5,geheel,,,,,,,,,,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,diepte,cm,64.3,geheel,,,,,,,,,,
AV.1976.004,189632,klavecimbel,"Ruckers (I), Andreas",,,1646,,1646,,"1 klavier, C-f3 (oorspronkelijk wellicht C/E-c3) | 8’ 8’ 4’ (oorspronkelijk wellicht 8’ 4’) 
Eenvoudige kast, roodbruin beschilderd en rondom beplakt met bedrukt papier. De binnenzijde van het deksel is beschilderd en versierd met uitgesneden en ingekleurde gravures. Het centrale tafereel gaat terug op Carle van Loo, Le Grand Seigneur donnant un concert à sa maîtresse (1737). Het naambord is versierd met 20ste-eeuws bedrukt papier. Het instrument is op de dokkenlat gesigneerd: ‘ANDREAS RUCKERS ANTVERPIÆ ANNO 1646’ (niet origineel). De zangbodem is beschilderd met bloemen en dieren. Hier valt op dat de geschilderde randen niet aansluiten bij de vorm van de kast. De afbeeldingen lopen onder de lijsten door. De omvang en decoraties zijn het gevolg van een groot ravalement dat na 1737 werd uitgevoerd. Dit gebeurde wellicht in Vlaanderen: een bodemplaat met technische aanwijzingen en met aantekeningen in het Nederlands werd overgeleverd. Het instrument is aan zowel de bas- als de discantzijde uitgebreid. Ook het deksel is een toevoeging uit de latere periode.William Post Ross restaureerde het klavecimbel in 1962-1963 in het atelier van Frank Hubbard. 
Herkomst: Alphonse van Neste (Brussel, ?-1962); William Post Ross (Boston, 1962-1976); verkocht door William Post Ross aan Museum Vleeshuis (1976)",Klavecimbel,nl-NL,Antwerp [location],\\file1.adlib.local\adlib.musea$\data+thesau>thesau,lengte,cm,203,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,,Museum Vleeshuis | Klank van de Stad (Antwerpen),,,,,
